City_ID,City,Country,Temperature,Humidity,Cloudiness,Windspeed,Latitude,Longitude,Date
363,umm as sahik,SA,95.14,32,4,9.06,26.6536,49.9164,1687027784
364,kuqa,CN,78.08,28,86,4.97,41.7278,82.9364,1687027784
365,quatre cocos,MU,72.09,83,5,7.27,-20.2078,57.7625,1687027784
366,pandan,PH,79.5,86,70,6.51,14.0453,124.1694,1687027409
367,kimbo,GN,77.49,93,100,5.64,10.4,-13.55,1687027785
368,tual,ID,79.39,82,100,22.35,-5.6667,132.75,1687027368
369,crucecita,AR,65.59,45,100,2.3,-28.95,-58.9833,1687027785
370,rosarito,MX,81.25,67,17,12.37,32.3333,-117.0333,1687027691
371,ouadda,CF,73.17,84,65,2.37,8.0777,22.4007,1687027785
372,mont-laurier,CA,65.82,93,100,8.57,46.5501,-75.4993,1687027410
373,albufeira,PT,76.84,45,3,15.88,37.0882,-8.2503,1687027561
374,arteche,PH,78.78,86,77,2.51,12.2645,125.4048,1687027407
375,tres arroyos,AR,49.51,48,19,6.85,-38.3739,-60.2798,1687027785
376,diboll,US,91.92,66,40,7.49,31.1871,-94.781,1687027718
377,gonaives,HT,95.04,39,100,4.07,19.45,-72.6833,1687027785
378,aksu,CN,82.45,23,100,13.38,41.1231,80.2644,1687027785
379,palmer,US,69.35,81,100,5.75,42.1584,-72.3287,1687027511
380,eastham,US,64.98,84,37,3.0,41.8301,-69.9739,1687027786
381,sanya,CN,84.36,84,40,6.71,18.2431,109.505,1687027786
382,barakani,KM,78.12,69,0,8.68,-12.1356,44.4317,1687027410
383,cradock,ZA,55.09,27,4,5.08,-32.1642,25.6192,1687027786
384,mokhsogollokh,RU,50.43,86,24,2.68,61.4681,128.9203,1687027786
385,mount isa,AU,42.57,52,87,2.3,-20.7333,139.5,1687027407
386,santo antonio,BR,76.91,80,77,10.92,-6.3106,-35.4789,1687027786
387,rehoboth,NA,57.4,17,0,9.08,-23.3167,17.0833,1687027786
388,villa regina,AR,49.98,37,81,15.05,-39.1,-67.0667,1687027786
389,praia da vitoria,PT,73.65,68,20,15.01,38.7333,-27.0667,1687027389
390,plouzane,FR,68.18,75,100,6.91,48.3833,-4.6167,1687027787
391,ilhabela,BR,68.07,68,3,9.71,-23.7781,-45.3581,1687027787
392,margate,GB,66.69,72,100,4.0,51.3813,1.3862,1687027407
393,bushtyno,UA,63.88,98,100,3.29,48.0512,23.4858,1687027787
394,playa del carmen,MX,91.89,77,5,8.79,20.6274,-87.0799,1687027777
395,bayanhongor,MN,48.02,65,28,1.97,46.7167,100.1167,1687027787
396,pocone,BR,81.5,33,0,5.91,-16.2567,-56.6228,1687027787
397,calca,PE,67.35,50,91,7.2,-13.3333,-71.95,1687027787
398,kidal,ML,101.84,15,12,7.67,18.4411,1.4078,1687027787
399,lang son,VN,75.99,97,100,2.26,21.8333,106.7333,1687027788
400,anadyr,RU,39.7,93,20,11.18,64.75,177.4833,1687027368
401,bengkulu,ID,76.3,91,94,5.68,-3.8004,102.2655,1687027788
402,dalaba,GN,67.71,93,99,2.62,10.7,-12.25,1687027788
403,oranjemund,NA,58.12,90,50,3.13,-28.55,16.4333,1687027375
404,wynyard,AU,44.98,90,9,5.48,-41.0,145.7167,1687027788
405,faya-largeau,TD,100.33,9,100,6.06,17.9257,19.1043,1687027788
406,havre,FR,77.34,53,98,9.22,49.5833,0.3333,1687027788
407,nabire,ID,74.75,93,90,3.69,-3.3667,135.4833,1687027788
408,januaria,BR,90.25,27,50,4.54,-15.4833,-44.3667,1687027788
409,n'zeto,AO,71.87,93,3,7.96,-7.2312,12.8666,1687027788
410,enewetak,MH,81.46,77,100,13.73,11.3474,162.3373,1687027382
411,yanam,IN,88.9,51,36,2.66,16.7333,82.2167,1687027789
412,bhag,PK,97.29,34,99,5.97,29.0415,67.8239,1687027789
413,ghat,LY,96.03,16,58,10.45,24.9647,10.1728,1687027789
414,poli,TZ,62.87,77,75,5.75,-3.3333,36.8,1687027789
415,baishishan,CN,62.01,95,33,3.65,43.5833,127.5667,1687027789
416,korla,CN,81.23,22,13,6.29,41.7597,86.1469,1687027789
417,tsagan aman,RU,69.4,79,33,9.13,47.5639,46.7218,1687027789
418,sandnessjoen,NO,68.52,88,100,5.12,66.0217,12.6316,1687027390
419,guixi,CN,75.25,93,100,4.07,28.2886,117.2133,1687027789
420,lospalos,TL,69.75,80,61,8.57,-8.5186,127.0025,1687027380
421,chiredzi,ZW,62.73,57,0,4.25,-21.05,31.6667,1687027790
422,cam ranh,VN,80.56,78,20,3.44,11.9214,109.1591,1687027790
423,north haven,US,76.21,62,100,12.66,41.3909,-72.8595,1687027790
424,nadym,RU,36.14,97,100,16.69,65.5333,72.5167,1687027790
425,mormugao,IN,79.86,89,40,11.5,15.4,73.8,1687027790
426,las vegas,US,90.84,31,0,5.01,36.175,-115.1372,1687027589
427,isla mujeres,MX,89.17,73,0,12.8,21.2311,-86.731,1687027790
428,mana,GF,82.31,80,9,9.64,5.6592,-53.7767,1687027396
429,tsiombe,MG,63.55,82,1,5.99,-25.3,45.4833,1687027418
430,tuensang,IN,67.96,98,100,2.77,26.2833,94.8333,1687027791
431,betio village,KI,80.64,71,95,1.99,1.358,172.9211,1687027791
432,santana do livramento,BR,56.16,62,100,5.66,-30.8908,-55.5328,1687027599
433,akureyri,IS,62.53,63,20,17.27,65.6835,-18.0878,1687027412
434,mao,ES,77.56,61,0,6.91,39.8885,4.2658,1687027791
435,limavady,GB,65.97,77,20,6.91,55.0504,-6.9507,1687027792
436,imperatriz,BR,91.45,52,75,2.3,-5.5264,-47.4917,1687027792
437,port-gentil,GA,76.78,82,100,16.44,-0.7193,8.7815,1687027792
438,yantzaza,EC,77.61,69,78,3.29,-3.8278,-78.7594,1687027792
439,port douglas,AU,71.58,84,97,6.46,-16.4833,145.4667,1687027374
440,lata,PT,72.91,63,100,7.11,40.1629,-8.3327,1687027417
441,ke-macina,ML,95.32,29,99,4.99,13.9623,-5.3572,1687027792
442,cova figueira,CV,73.26,79,100,7.34,14.8905,-24.2934,1687027792
443,nar'yan-mar,RU,37.44,73,76,14.92,67.6713,53.087,1687027366
444,inonu,TR,64.45,51,0,8.63,37.3167,33.7667,1687027793
445,taroa,MH,79.3,85,100,8.34,8.7058,171.2275,1687027793
446,bardai,NG,82.94,54,100,14.14,11.65,7.2333,1687027793
447,beira,MZ,71.69,100,0,5.99,-19.8436,34.8389,1687027793
448,bayana,IN,88.34,49,85,13.91,26.9,77.2833,1687027793
449,ta`u,AS,81.59,81,23,10.63,-14.2336,-169.5144,1687027793
450,taiping,MY,79.9,97,100,1.77,4.85,100.7333,1687027793
451,cedeira,ES,67.98,76,100,5.59,43.6797,-8.0209,1687027793
452,mitsamiouli,KM,77.29,78,20,3.44,-11.3847,43.2844,1687027794
453,kasaragod,IN,80.56,79,100,5.53,12.5,75.0,1687027794
454,gaspe,CA,52.02,87,100,9.22,48.8334,-64.4819,1687027566
455,pacific grove,US,71.35,83,75,6.91,36.6177,-121.9166,1687027794
456,tofol,FM,82.09,79,100,14.67,5.3248,163.0078,1687027794
457,tazacorte,ES,74.37,88,75,11.5,28.629,-17.9293,1687027374
458,laojunmiao,CN,61.9,30,0,8.21,39.8333,97.7333,1687027794
459,alaghsas,NE,102.09,19,8,10.36,17.0187,8.0168,1687027411
460,robbah,DZ,96.44,17,81,6.53,33.2797,6.9098,1687027794
461,talakan,RU,50.63,94,88,1.81,50.3167,130.3667,1687027420
462,santa marinella,IT,76.73,70,1,8.1,42.0345,11.8536,1687027794
463,harnai,PK,87.67,34,5,2.82,30.1005,67.9374,1687027795
464,wainwright,CA,67.89,40,88,7.25,52.839,-110.8572,1687027795
465,linxia chengguanzhen,CN,56.14,89,100,4.94,35.6003,103.2064,1687027665
466,talodi,SD,88.84,45,34,3.13,10.6325,30.3797,1687027795
467,nguti,CM,74.53,94,89,2.44,5.3299,9.4185,1687027795
468,gorom-gorom,BF,99.32,26,100,1.9,14.4439,-0.2361,1687027795
469,vakarai,LT,64.92,91,100,5.79,55.6035,23.8213,1687027795
470,conceicao da barra,BR,77.74,71,69,7.2,-18.5933,-39.7322,1687027795
471,den burg,NL,67.96,77,100,8.05,53.0542,4.7972,1687027413
472,vanimo,PG,75.34,96,100,2.62,-2.6741,141.3028,1687027795
473,kalifornsky,US,55.74,67,40,11.5,60.4183,-151.29,1687027795
474,tolbazy,RU,61.3,63,100,12.12,54.0241,55.8825,1687027796
475,cascais,PT,74.55,72,20,17.27,38.6979,-9.4215,1687027796
476,novoorsk,RU,72.25,65,100,10.96,51.381,58.9813,1687027796
477,roshal',RU,57.6,67,18,6.33,55.6685,39.8749,1687027796
478,ambasa,IN,76.82,98,100,5.08,23.9172,91.8472,1687027796
479,polatsk,BY,67.53,63,100,5.17,55.4859,28.7756,1687027540
480,castillos,UY,54.43,64,100,11.05,-34.1667,-53.8333,1687027385
481,vikhorevka,RU,60.39,68,85,3.51,56.1201,101.1636,1687027796
482,la passe,FR,80.83,79,100,8.03,45.5549,-0.8967,1687027397
483,ilula,TZ,63.14,81,0,5.03,-7.6766,36.0366,1687027796
484,canandaigua,US,74.97,58,3,1.01,42.8742,-77.288,1687027796
485,mankato,US,81.95,41,75,12.66,44.1636,-93.9994,1687027603
486,atasu,KZ,70.92,39,9,9.1,48.6814,71.6433,1687027797
487,visavadar,IN,83.97,69,100,15.97,21.3833,70.6833,1687027797
488,mossel bay,ZA,55.33,79,100,10.4,-34.1831,22.146,1687027797
489,gibara,CU,94.32,66,4,11.81,21.1097,-76.1317,1687027797
490,shalqar,KZ,84.15,16,95,5.32,47.8333,59.6,1687027797
491,klyuchi,RU,71.73,32,61,3.29,52.2667,79.1667,1687027414
492,cao bang,VN,76.62,98,100,3.62,22.6667,106.25,1687027797
493,hami,CN,79.43,13,76,11.21,42.8,93.45,1687027797
494,lamu,KE,79.02,82,10,15.95,-2.2717,40.902,1687027797
495,puerto baquerizo moreno,EC,81.59,74,75,20.71,-0.9,-89.6,1687027343
496,quellon,CL,46.65,76,20,3.44,-43.1167,-73.6167,1687027798
497,formosa do rio preto,BR,92.57,27,83,4.29,-11.0483,-45.1931,1687027798
498,tunceli,TR,70.02,41,43,3.62,39.1083,39.5471,1687027798
499,de queen,US,87.58,55,0,10.36,34.0379,-94.3413,1687027798
500,labytnangi,RU,39.85,85,100,11.34,66.6572,66.4183,1687027798
501,kolonia town,FM,82.62,79,100,15.08,6.964,158.206,1687027798
502,khanty-mansiysk,RU,48.31,61,0,2.24,61.0042,69.0019,1687027798
503,revda,RU,45.36,67,49,5.57,56.801,59.9303,1687027798
504,lufkin,US,91.53,66,40,7.09,31.3382,-94.7291,1687027798
505,kirensk,RU,51.67,66,21,1.57,57.7853,108.1119,1687027799
506,zhezqazghan,KZ,77.97,27,92,10.02,47.7833,67.7667,1687027799
507,kirksville,US,85.05,53,0,9.22,40.1948,-92.5833,1687027799
508,bangassou,CF,75.94,80,100,5.66,4.7413,22.8184,1687027799
509,anna regina,GY,82.62,72,92,7.27,7.2644,-58.5077,1687027799
510,lamas,PE,77.47,56,74,3.6,-6.4167,-76.5333,1687027799
511,nago,JP,81.03,92,100,12.37,26.5881,127.9761,1687027388
512,port blair,IN,78.84,94,40,2.3,11.6667,92.75,1687027799
513,dukhan,QA,88.5,53,29,7.45,25.4297,50.7858,1687027504
514,tosontsengel,MN,46.99,75,100,4.27,48.7567,98.2839,1687027799
515,camayenne,GN,80.69,89,75,11.5,9.535,-13.6878,1687027800
516,al muwayh,SA,91.78,11,5,10.04,22.4333,41.7583,1687027800
517,kandira,TR,66.58,95,81,3.91,41.0736,30.1746,1687027800
518,champerico,GT,93.74,69,25,7.58,14.3,-91.9167,1687027800
519,peterhead,GB,65.44,86,99,8.5,57.5058,-1.7981,1687027408
520,hotan,CN,82.08,20,31,11.5,37.0997,79.9269,1687027385
521,cooma,AU,35.17,85,0,5.66,-36.2333,149.1333,1687027801
522,ozalp,TR,56.26,46,0,3.71,38.6548,43.993,1687027801
523,pingshan,CN,77.65,93,96,4.09,22.9938,114.7131,1687027801
524,zernograd,RU,65.12,93,73,7.65,46.8452,40.3083,1687027801
525,barentu,ER,85.66,46,78,2.93,15.1139,37.5928,1687027801
526,solok,ID,68.95,88,100,2.13,-0.7918,100.6593,1687027802
527,hasaki,JP,68.22,79,4,7.09,35.7333,140.8333,1687027802
528,sechura,PE,83.34,56,0,13.24,-5.5569,-80.8222,1687027802
529,bada,RU,52.65,99,100,5.35,51.392,109.8717,1687027802
530,puyang chengguanzhen,CN,71.06,82,100,5.35,35.7028,115.0053,1687027802
531,fuglafjordur,FO,54.07,84,19,11.3,62.244,-6.814,1687027389
532,wuchuan,CN,81.43,88,100,13.73,21.4571,110.7659,1687027803
533,abra pampa,AR,53.51,6,0,2.59,-22.7205,-65.697,1687027803
534,sherwood park,CA,64.51,54,95,4.61,53.5168,-113.3187,1687027803
535,can giuoc,VN,78.84,86,100,1.68,10.6167,106.6667,1687027804
536,pasighat,IN,73.22,96,99,2.17,28.0667,95.3333,1687027804
537,sao felix do xingu,BR,87.82,48,57,1.79,-6.6447,-51.995,1687027804
538,ola,RU,46.04,91,55,1.28,59.5833,151.2833,1687027521
539,dauphin,CA,77.14,36,20,5.75,51.1494,-100.0502,1687027804
540,nenagh,IE,64.47,88,12,8.03,52.8619,-8.1967,1687027804
541,santa cruz cabralia,BR,80.83,69,40,9.22,-16.2781,-39.0247,1687027804
542,wau,SS,80.82,65,100,2.82,7.7029,27.9953,1687027805
543,tawau,MY,77.13,83,99,4.09,4.2498,117.8871,1687027805
544,taoudenni,ML,107.87,8,9,8.81,22.6783,-3.9836,1687027805
545,narre warren north,AU,50.32,87,100,5.01,-37.9833,145.3167,1687027805
546,carutapera,BR,81.86,79,16,5.55,-1.195,-46.02,1687027397
547,kisanga,TZ,74.21,67,79,2.21,-7.4362,37.7034,1687027805
548,ugoofaaru,MV,83.14,74,100,13.27,5.6667,73.0,1687027377
549,jauharabad,PK,97.95,31,0,4.43,32.2898,72.2813,1687027805
550,mazagao,BR,80.65,62,18,4.81,-0.115,-51.2894,1687027805
551,nuku'alofa,TO,64.74,100,20,0.0,-21.1333,-175.2,1687027806
552,harper,LR,78.67,79,99,6.73,4.375,-7.7169,1687027380
553,mahibadhoo,MV,82.47,74,100,9.24,3.7833,72.9667,1687027806
554,kharp,RU,39.0,93,100,8.08,66.8014,65.8081,1687027806
555,rockton,US,80.47,44,0,8.01,42.4525,-89.0723,1687027806
556,lompoc,US,81.7,83,100,6.91,34.6391,-120.4579,1687027395
557,ryotsu-minato,JP,67.3,85,11,7.81,38.0833,138.4333,1687027806
558,la ronge,CA,71.82,37,75,8.05,55.1001,-105.2842,1687027387
559,east ballina,AU,48.79,87,93,5.35,-28.8667,153.5833,1687027806
560,lincoln city,US,64.04,72,100,7.0,44.9582,-124.0179,1687027549
561,thinadhoo,MV,81.88,73,100,6.13,0.5333,72.9333,1687027807
562,sao pedro do sul,BR,59.65,80,97,4.92,-29.6206,-54.1789,1687027807
563,garhwa,IN,93.96,29,52,4.85,24.1833,83.8167,1687027807
564,kujang-up,KP,62.19,83,44,1.16,39.8672,126.0303,1687027807
565,hinton,CA,55.4,79,100,7.7,53.4001,-117.5857,1687027376
566,deschutes river woods,US,70.32,43,75,7.0,43.9915,-121.3584,1687027807
